project_id,is_geocoded,project_title,start_actual_isodate,end_actual_isodate,donors,donors_iso3,recipients,recipients_iso3,ad_sector_codes,ad_sector_names,status,transactions_start_year,transactions_end_year,total_commitments,total_disbursements
P049690,1,Public Expenditure Management Adjustment Credit Project,16/12/1997,30/06/1999,World Bank,DAC,Guinea,GIN,151|111|210,"Education, level unspecified|Transport and storage|Government and civil society, general",Completion,1997,1999,93845408.94,93261302.23
P073196,1,Emergency Demobilization and Reintegration Project,05/12/2000,30/06/2007,World Bank,DAC,Ethiopia,ETH,160,Other social infrastructure and services,Completion,2000,2007,217971917.5,230135817.5
P083377,1,Small Towns Infrastructure & Capacity Building Project,14/12/2004,30/09/2011,World Bank,DAC,Kyrgyz Republic,KGZ,120|151|111|210|140,"Water supply and sanitation|Education, level unspecified|Health|Government and civil society, general|Transport and storage",Completion,2004,2011,17568528.53,22841674.94
P077779,1,Emergency Infrastructure Reconstruction Project,06/06/2002,30/06/2006,World Bank,DAC,Afghanistan,AFG,151|230|140,"Water supply and sanitation|Energy generation and supply|Government and civil society, general",Completion,2002,2006,40574709.03,44491709.05
P101474,1,Urban Local Govt Development Project,29/05/2008,31/12/2014,World Bank,DAC,Ethiopia,ETH,151|210|140,"Water supply and sanitation|Transport and storage|Government and civil society, general",Completion,2008,2014,156597870.8,131490499.6
P004844,1,Agricultural Diversification Project,23/06/1998,31/12/2006,World Bank,DAC,Vietnam,VNM,151|311|160,"Other social infrastructure and services|Agriculture|Government and civil society, general",Completion,1998,2006,88687437.46,83423959.37
P045600,1,States' Road Infrastructure Development Technical Assistance Project,05/12/1996,31/12/2001,World Bank,DAC,India,IND,151,"Government and civil society, general",Completion,1996,2001,70262336.51,59203916.47
P068853,1,Emergency Road Repair Project,07/12/1999,31/12/2003,World Bank,DAC,Albania,ALB,151|210,"Government and civil society, general|Transport and storage",Completion,1999,2003,17817793.6,16983881.03
P066336,1,Social Protection Initiatives Project,29/06/1999,30/03/2005,World Bank,DAC,"Egypt, Arab Republic of",EGY,151|160,"Other social infrastructure and services|Government and civil society, general",Completion,1999,2005,6526664.322,6668544.475
P095575,1,Programmatic Governance Reform & Growth,14/12/2006,30/06/2007,World Bank,DAC,Sierra Leone,SLE,151|322,"Mineral resources and mining|Government and civil society, general",Completion,2006,2007,10981032.85,11238437.04
P151215,1,Emergency Food and Livestock Crisis Response Project,14/10/2014,30/04/2017,World Bank,DAC,Chad,TCD,311|160,Other social infrastructure and services|Agriculture,Implementation,2014,2017,18000000,
P079316,1,Development Policy Loan (formerly PAL 3),05/07/2005,31/12/2005,World Bank,DAC,Ukraine,UKR,151|230|160|240,"Other social infrastructure and services|Banking and financial services|Government and civil society, general|Energy generation and supply",Completion,2005,2005,284824844.9,284824844.9
P050589,1,Transport Sector Project,09/02/1999,30/09/2004,World Bank,DAC,"Macedonia, former Yugoslav Republic of",MKD,210,Transport and storage,Completion,1999,2004,41770651.66,36924507.07
P069058,1,Social Sector Adjustment Credit (SOSAC),15/02/2001,30/08/2001,World Bank,DAC,Bosnia and Herzegovina,BIH,151|160,"Other social infrastructure and services|Government and civil society, general",Completion,2001,2001,24988888.69,23917226.46
P056596,1,Shijiazhuang Urban Transport Project,27/03/2001,31/12/2008,World Bank,DAC,China,CHN,151|210,"Government and civil society, general|Transport and storage",Completion,2001,2008,124944443.5,124944443.5
P073483,1,Children & Youth Development Project (LIL),26/06/2001,31/07/2006,World Bank,DAC,"Macedonia, former Yugoslav Republic of",MKD,151|160,"Other social infrastructure and services|Government and civil society, general",Completion,2001,2006,3123611.086,3202169.98
P095114,1,Rampur Hydropower Project,13/09/2007,31/12/2014,World Bank,DAC,India,IND,140,Water supply and sanitation,Completion,2007,2014,426856086,283497354.3
P070561,1,Programmatic Financial & Public Sector Adjustment Loan (PFPSAL),12/07/2001,31/12/2001,World Bank,DAC,Turkey,TUR,151|240,"Banking and financial services|Government and civil society, general",Completion,2001,2001,1374388878,1374388878
P078113,1,Second Education Development Project,29/04/2004,31/08/2013,World Bank,DAC,Lao People's Democratic Republic,LAO,151|114|112,"Post-secondary education|Government and civil society, general|Basic education",Completion,2004,2013,15226058.06,23826849.95
P073442,1,HIV/AIDS GLOBAL MITIGATION SUPPORT PROJECT,02/06/2004,31/12/2008,World Bank,DAC,Guinea-Bissau,GNB,120|151|160,"Other social infrastructure and services|Health|Government and civil society, general",Completion,2004,2008,8198646.649,8343247.352
P049791,1,Poverty Alleviation Fund Project,17/06/1999,31/12/2004,World Bank,DAC,Pakistan,PAK,210|311|160|240|140,Water supply and sanitation|Other social infrastructure and services|Banking and financial services|Agriculture|Transport and storage,Completion,1999,2004,117479957.8,118466380.5
P040139,1,Investment Recovery Project,18/11/1997,31/12/2002,World Bank,DAC,Croatia,HRV,151,"Government and civil society, general",Completion,1997,2002,40219460.97,27894678.99
P073246,1,Offgrid Rural Electrification (PERZA),15/05/2003,31/12/2011,World Bank,DAC,Nicaragua,NIC,151|230|321|160|240,"Other social infrastructure and services|Industry|Government and civil society, general|Banking and financial services|Energy generation and supply",Completion,2003,2011,14450550.34,14501223.53
P010563,1,Financial Sector Development Project,23/03/1995,31/10/2002,World Bank,DAC,India,IND,151|240,"Banking and financial services|Government and civil society, general",Completion,1995,2002,973209583.9,533457881.9
P039022,1,LGU URBAN WATER & SANITATION,15/12/1998,30/09/2003,World Bank,DAC,Philippines,PHL,410|140,Water supply and sanitation|General environmental protection,Completion,1998,2003,30888150.86,6302928.474
P128443,1,Guinea - MSME Development Project,28/06/2013,31/12/2017,World Bank,DAC,Guinea,GIN,151|321|240,"Banking and financial services|Industry|Government and civil society, general",Implementation,2013,2017,10329138.41,
P070122,1,Regional Trade Facilitation Project - Zambia,03/04/2001,30/06/2013,World Bank,DAC,Zambia,ZMB,240,Banking and financial services,Completion,2001,2013,18741666.52,19287034.28
P114325,1,Integrated Mass Transit Systems Second Additional Financing,04/08/2009,,World Bank,DAC,Colombia,COL,210,Transport and storage,Completion,2009,2009,310489419.3,
P126684,1,Additional Financing - Rio de Janeiro Sustainable Rural Development,06/11/2012,,World Bank,DAC,Brazil,BRA,311|310|210,"Agriculture, forestry, fishing|Agriculture|Transport and storage",Implementation,2012,2012,98184371.65,
P144871,1,Health System Quality and Efficiency Improvement,08/05/2014,30/06/2018,World Bank,DAC,Croatia,HRV,120|121,"Health, general|Health",Implementation,2014,2018,103500000,
P133195,1,Argentina Second Rural Education Improvement Project - PROMER-II,02/12/2014,31/12/2019,World Bank,DAC,Argentina,ARG,111|113|112,"Education, level unspecified|Basic education|Secondary education",Implementation,2014,2019,250500000,
P148560,1,Energy Sector Development,29/05/2014,31/07/2018,World Bank,DAC,"Micronesia, Federated States of",FSM,230,Energy generation and supply,Implementation,2014,2018,14400000,
P148013,1,JM Youth Employment in Digital and Animation Industries,18/07/2014,31/01/2020,World Bank,DAC,Jamaica,JAM,160|111|220,"Other social infrastructure and services|Communications|Education, level unspecified",Implementation,2014,2020,20000000,
P131648,1,Second Additional Financing for the Third Social Action Fund Project,17/07/2012,,World Bank,DAC,Malawi,MWI,160|111|210,"Education, level unspecified|Transport and storage|Other social infrastructure and services",Completion,2012,2012,49092185.83,
P073526,1,PY - EDUCATION REFORM PROJECT,31/07/2003,30/12/2009,World Bank,DAC,Paraguay,PRY,151|114|160|113,"Post-secondary education|Secondary education|Government and civil society, general|Other social infrastructure and services",Completion,2003,2009,28901100.67,27458615.2
P120172,1,Additional Financing for Energy Access Project,29/06/2010,,World Bank,DAC,Ethiopia,ETH,230,Energy generation and supply,Completion,2010,2010,183837165.1,
P075006,1,Second Land Titling Project,24/06/2003,30/06/2009,World Bank,DAC,Lao People's Democratic Republic,LAO,151|310,"Agriculture, forestry, fishing|Government and civil society, general",Completion,2003,2009,17846429.67,19844407.03
P150001,1,RERED II Additional Financing,19/06/2014,,World Bank,DAC,Bangladesh,BGD,230,Energy generation and supply,Implementation,2014,2014,78400000,
P105680,1,Matanza-Riachuelo Basin (MRB) Sustainable Development Adaptable Lending Program,09/06/2009,31/03/2016,World Bank,DAC,Argentina,ARG,410|140,Water supply and sanitation|General environmental protection,Implementation,2009,2016,869370374,5755804.843
P073671,1,Poverty Reduction Support Credit II,23/07/2002,30/06/2003,World Bank,DAC,Uganda,UGA,120|160|151|111|140,"Water supply and sanitation|Education, level unspecified|Health|Government and civil society, general|Other social infrastructure and services",Completion,2002,2003,184430495.6,208277636.9
P094229,1,EGYPT-ALEXANDRIA DEVELOPMENT PROJECT,18/09/2007,31/12/2012,World Bank,DAC,"Egypt, Arab Republic of",EGY,151|160|140|210,"Water supply and sanitation|Other social infrastructure and services|Transport and storage|Government and civil society, general",Completion,2007,2012,106714021.5,
P000966,1,Mining Sector Development and Environment Project,13/06/1995,31/12/2001,World Bank,DAC,Ghana,GHA,151|322|160,"Other social infrastructure and services|Mineral resources and mining|Government and civil society, general",Completion,1995,2001,17100682.69,14204247.41
P055173,1,Education System Realignment & Strengthening Program (APL #1),20/03/2001,30/06/2008,World Bank,DAC,Georgia,GEO,151|114|113|112,"Post-secondary education|Basic education|Government and civil society, general|Secondary education",Completion,2001,2008,32360610.85,35872262.49
P114048,1,KALAHI-CIDSS (Additional Financing) Project,30/09/2010,,World Bank,DAC,Philippines,PHL,160|210|140,Water supply and sanitation|Other social infrastructure and services|Transport and storage,Completion,2010,2010,60380295.57,
P086953,0,Land Administration II,15/03/2005,01/07/2011,World Bank,DAC,El Salvador,SLV,151|310,"Agriculture, forestry, fishing|Government and civil society, general",Completion,2005,2011,45570161.45,
P148110,1,MN Education Quality Reform Project,06/06/2014,31/12/2020,World Bank,DAC,Mongolia,MNG,112,Basic education,Implementation,2014,2020,30000000,
P110126,1,Regional and Municipal Infrastructure Development Project,02/10/2008,31/12/2014,World Bank,DAC,Georgia,GEO,151|210|430|140,"Water supply and sanitation|Other|Government and civil society, general|Transport and storage",Completion,2008,2014,41759432.2,83331380.33
P078301,1,Forest Protection & Reforestation Project,29/11/2005,30/06/2015,World Bank,DAC,Kazakhstan,KAZ,151|312|311,"Forestry|Agriculture|Government and civil society, general",Completion,2005,2015,34007583.17,25455340.13
P073310,1,Supplemental Credit for Social Fund Project (02),19/06/2001,,World Bank,DAC,Cambodia,KHM,311|160|140|210|112,Water supply and sanitation|Other social infrastructure and services|Agriculture|Transport and storage|Basic education,Completion,2001,2001,12494444.35,
P150313,1,Development Policy Loan 1,22/05/2014,31/10/2014,World Bank,DAC,Ukraine,UKR,151|230|240,"Banking and financial services|Energy generation and supply|Government and civil society, general",Completion,2014,2014,750000000,
P122229,1,Public Service Reform and Rejuvenation Project,12/12/2013,30/04/2019,World Bank,DAC,"Congo, Democratic Republic of",COD,151,"Government and civil society, general",Implementation,2013,2019,79534365.75,
P146021,1,Additional Financing 2 - Solomon Islands Rural Development Program,30/09/2013,,World Bank,DAC,Solomon Islands,SLB,151|311|321|160|210,"Other social infrastructure and services|Industry|Agriculture|Government and civil society, general|Transport and storage",Completion,2013,2013,3098741.523,
P090585,1,Punjab State Road Sector Project,05/12/2006,05/06/2017,World Bank,DAC,India,IND,151|160|210,"Other social infrastructure and services|Government and civil society, general|Transport and storage",Implementation,2006,2017,274525821.2,147568457.2
P073817,1,Programmatic Social Reform Loan Project (02),17/09/2002,31/12/2002,World Bank,DAC,Peru,PER,120|121|111|160,"Education, level unspecified|Other social infrastructure and services|Health|Health, general",Completion,2002,2002,122953663.7,122953663.7
P075066,1,HN PSM SAC IDA REFLOW 4,09/05/2001,,World Bank,DAC,Honduras,HND,151|230|210|220,"Transport and storage|Government and civil society, general|Energy generation and supply|Communications",Completion,2001,2001,8995999.929,
P151760,1,Pacific Islands Regional Oceanscape Program - Republic of the Marshall Islands,22/12/2014,30/09/2020,World Bank,DAC,Marshall Islands,MHL,311,Agriculture,Implementation,2014,2020,6750000,
P122783,1,LS - Third Poverty Reduction Support Credit,28/06/2011,15/01/2012,World Bank,DAC,Lesotho,LSO,151|120|160,"Other social infrastructure and services|Health|Government and civil society, general",Completion,2011,2012,18000000,17758496
P100954,1,IN Andhra Pradesh Water Sector Improvement,03/06/2010,28/07/2018,World Bank,DAC,India,IND,311|310|140,"Water supply and sanitation|Agriculture, forestry, fishing|Agriculture",Implementation,2010,2018,460205703.4,56967446.81
P089826,1,Third Programmatic Decentralization and Competitiveness Dev Policy Loan,08/12/2005,31/12/2006,World Bank,DAC,Peru,PER,151,"Government and civil society, general",Completion,2005,2006,170037915.8,170037915.8
P078389,1,SL Infrastructure Development Project (Transport),06/12/2005,13/09/2013,World Bank,DAC,Sierra Leone,SLE,151|210,"Transport and storage|Government and civil society, general",Completion,2005,2013,49877788.65,50186996.91
P077680,1,Emergency Recovery Project,07/03/2002,30/06/2005,World Bank,DAC,Dominica,DMA,151|230|210,"Energy generation and supply|Transport and storage|Government and civil society, general",Completion,2002,2005,3934517.239,3922616.456
P069326,1,Jordan Higher Education Development,29/02/2000,30/06/2007,World Bank,DAC,Jordan,JOR,151|114,"Post-secondary education|Government and civil society, general",Completion,2000,2007,44335436.91,42108091.05
